400.0,11,4,1
250.0,9,6,0
550.0,9,7,0
250.0,10,10,0
550.0,12,5,0
600.0000000000001,4,6,0
350.00000000000006,12,2,1
400.0,17,10,0
750.0,17,3,0
300.00000000000006,6,10,0
750.0,11,10,0
600.0000000000001,2,5,0
500.0,19,6,1
450.0,18,8,0
450.0,10,2,1
500.0,2,1,0
550.0,19,1,0
650.0,14,5,0
450.0,14,6,0
300.00000000000006,13,10,0
550.0,12,2,0
600.0000000000001,17,5,0
550.0,1,1,0
600.0000000000001,19,9,0
300.00000000000006,7,5,0
400.0,14,7,0
400.0,11,2,1
300.00000000000006,7,6,0
600.0000000000001,5,9,0
400.0,10,3,1
450.0,14,7,0
250.0,20,3,1
400.0,11,6,0
650.0,1,7,0
400.0,14,5,1
550.0,20,8,0
550.0,5,6,0
750.0,16,6,0
500.0,17,5,1
350.00000000000006,10,6,0
300.00000000000006,15,7,0
300.00000000000006,16,3,1
500.0,13,1,1
400.0,16,1,1
350.00000000000006,20,2,1
700.0000000000001,9,3,0
550.0,9,5,0
500.0,16,4,1
600.0000000000001,2,3,0
600.0000000000001,13,2,0
650.0,10,8,0
550.0,7,2,0
250.0,5,5,0
500.0,9,4,0
350.00000000000006,2,2,0
250.0,9,6,0
700.0000000000001,8,5,0
550.0,5,9,0
750.0,20,3,0
750.0,12,10,0
250.0,11,10,0
250.0,3,4,0
300.00000000000006,19,5,1
250.0,7,1,1
650.0,3,3,0
650.0,6,2,0
500.0,17,10,0
450.0,13,10,0
350.00000000000006,18,7,1
600.0000000000001,4,3,0
750.0,14,1,0
400.0,11,9,0
400.0,7,4,0
250.0,9,4,0
550.0,20,9,0
250.0,14,6,0
500.0,7,3,0
600.0000000000001,17,4,0
300.00000000000006,12,1,1
300.00000000000006,13,1,1
450.0,13,7,0
700.0000000000001,14,1,0
400.0,19,7,1
250.0,20,9,0
500.0,16,3,1
750.0,4,4,0
300.00000000000006,5,7,0
350.00000000000006,11,10,0
650.0,19,8,0
450.0,13,6,0
500.0,3,4,0
650.0,9,10,0
700.0000000000001,12,8,0
500.0,14,2,1
750.0,15,2,0
300.00000000000006,14,10,0
250.0,3,10,0
450.0,13,9,0
600.0000000000001,11,4,0
750.0,19,8,0
300.00000000000006,9,5,0
500.0,5,4,0
550.0,6,7,0
550.0,15,9,0
250.0,17,4,1
600.0000000000001,20,7,0
400.0,9,9,0
250.0,13,8,0
350.00000000000006,13,4,1
400.0,1,4,0
500.0,12,9,0
300.00000000000006,18,5,1
450.0,4,1,1
300.00000000000006,15,9,0
250.0,18,8,0
550.0,2,6,0
550.0,1,6,0
500.0,5,8,0
400.0,7,6,0
400.0,17,4,1
300.00000000000006,18,5,1
250.0,1,6,0
250.0,5,7,0
300.00000000000006,13,6,0
450.0,3,8,0
400.0,12,7,0
250.0,8,6,0
550.0,2,4,0
350.00000000000006,6,8,0
500.0,17,10,0
550.0,19,10,0
300.00000000000006,5,4,0
500.0,18,3,1
350.00000000000006,18,4,1
500.0,17,4,1
550.0,19,6,0
400.0,3,9,0
350.00000000000006,15,9,0
300.00000000000006,14,7,0
250.0,15,4,1
250.0,19,7,1
450.0,13,3,1
300.00000000000006,18,4,1
300.00000000000006,14,10,0
400.0,1,3,0
600.0000000000001,4,2,0
500.0,7,2,1
550.0,20,3,0
450.0,14,7,0
300.00000000000006,9,9,0
550.0,20,10,0
300.00000000000006,5,6,0
550.0,1,8,0
500.0,3,10,0
250.0,5,10,0
250.0,16,5,1
500.0,13,8,0
300.00000000000006,5,5,0
400.0,15,9,0
400.0,8,7,0
300.00000000000006,1,3,0
300.00000000000006,16,6,1
500.0,14,3,1
500.0,17,10,0
450.0,7,7,0
500.0,16,9,0
500.0,16,2,1
600.0000000000001,13,3,0
500.0,6,7,0
450.0,2,3,0
250.0,5,7,0
250.0,3,10,0
450.0,6,3,0
600.0000000000001,13,10,0
500.0,15,7,0
400.0,7,1,1
550.0,12,1,0
300.00000000000006,2,10,0
500.0,13,7,0
350.00000000000006,9,8,0
250.0,11,2,1
500.0,19,5,1
300.00000000000006,12,1,1
450.0,15,2,1
400.0,14,4,1
500.0,8,2,1
450.0,14,10,0
